"age_NA","ageolder_BP","ageyounger_BP","depth","Abies","Acer","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Ambrosia t.","Anagallis t.","Anthemideae undif.","Anthoceros t.","Apiaceae undif.","Apium t.","Artemisia","Asteroideae undif.","Betula","Betulaceae undif.","Boraginaceae undif.","Brassicaceae","Buxus","Calligonum","Calluna","Campanulaceae","Cannabaceae undif.","Cardueae undif.","Carpinus","Caryophyllaceae undif.","Castanea","Cedrus","Celtis","Centaurea","Centranthus t.","Cichorieae","Cistaceae","Convolvulaceae","Cornus","Corydalis","Corylus","Cotinus coggygria","Crassulaceae","Cupressaceae","Cuscuta","Cyclamen","Cyperaceae","Datisca cannabina","Dipsacaceae","Ephedra","Erica t.","Euphorbia t.","Fabaceae Undif.","Faboideae Undif.","Fagus","Fern","Fern-Equisetophyta","Fern-Lycopodiaceae","Filipendula t.","Fontanesia","Frangula","Fraxinus","Galium t.","Gentiana t.","Geranium","Hedera","HippophaÃ«","Hippuris","Hydrocharitaceae","Hypecoum","Hypericum undif.","Ilex","Juglans","Juncaceae","Lamiaceae undif.","Lemnaceae","Linum t.","Liquidambar","Loranthus","Lysimachia","Lythrum","Menyanthes","Mercurialis","Morella","Morus","Musci","Myriophyllum spicatum/verticillatum t.","Nuphar","Nymphaea","Nymphoides","Olea t.","Onagraceae","Ononis t.","Papaver t.","Periploca","Persicaria t.","Petaloid monocot","Phillyrea","Picea","Pinus undif.","Pistacia","Plantago","Platanus","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Populus","Potamogeton","Potentilla t.","Prunus t.","Pterocarya","Punica granatum","Quercus evergreen","Quercus subgen. Cerris","Ranunculaceae undif.","Rhododendron","Roemeria","Rosa t.","Rosaceae undif.","Rumex t.","Ruta","Salix","Sambucus","Sanguisorba t.","Scrophulariaceae t.","Scrophulariaceae undif.","Secale","Solanum","Sparganium","Tamarix","Taxus","Thalictrum","Theligonum","Tilia","Trapa natans","Trifolium t.","Typha","Ulmus t.","Unknown","Urtica t.","Verbena t.","Viburnum","Viscum","Vitis","Zea"
NA,NA,NA,"1420","   4","   3","   0","   0","  45","   3","   0","   0","   0","   0","   0","   0","   3","   0","   1","   1","   0","   0","   1","   0","   0","   0","   0","   1"," 165","   1","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","  35","   0","   0","   1","   0","   0","   0","   0","   1","   0","   1","   0","   0","   0"," 483","  12","   2","   0","   0","   0","   0","   1","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","  78","   0","   0","   0","   9","   0","   0","   0","   0","   0","   0","   0","   0","   0","  74","   0","   1","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  16","   0","   0","   0","  21","   4","   0","   0","   0","   0","   2","   0"
NA,NA,NA,"1240","  13","   0","   0","   0"," 112","   2","   0","   0","   3","   0","   0","   0","   4","   0","   0","   0","   0","   1","   0","   0","   0","   0","   6","   0","  19","   0","  52","   0","   0","   0","   0","   1","   0","   0","   0","   0","   2","   0","   0","   2","   0","   0","  11","   0","   0","   0","   3","   0","   0","   0","  62","  66","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   8","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1"," 108","   0","   7","  22","   9","   3","   0","   0","   0","   0","   0","   0","   0","   1","  68","   0","   0","   0","   0","   0","   0","   0","   6","   0","   0","   0","   0","   1","   0","   2","   0","   0","   0","   1","   0","   0","   0","   0","  10","   0","   0","   0","   0","   0","   2","   0"
NA,NA,NA,"660"," 18","  0","  0","  0","172","  3","  0","  0","  0","  0","  2","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  6","  0"," 52","  0","  3","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 26","  0","  0","  2","  0","  0","  2","  0","  0","  0","  2","  0","  0","  0"," 59"," 22","  0","  0","  0","  0","  0","  8","  0","  0","  0","  2","  0","  0","  0","  0","  1","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","114","  0","  2"," 21"," 11","  0","  0","  0","  1","  2","  0","  0","  0","  0"," 64","  1","  0","  0","  0","  0","  0","  0"," 14","  0","  0","  0","  1","  0","  0","  3","  0","  1","  0","  0","  0","  0","  0","  0","  9","  0","  0","  0","  0","  0","  8","  0"
NA,NA,NA,"960"," 11","  1","  0","  0","106","  0","  0","  0","  0","  0","  0","  0","  2","  0","  1","  0","  0","  0","  0","  0","  1","  0","  2","  0"," 77","  1","  6","  0","  0","  0","  0","  0","  0","  0","  0","  0","  7","  0","  0","  3","  0","  0","  3","  0","  0","  0","  1","  1","  0","  0"," 58"," 22","  0","  0","  1","  0","  0"," 12","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  1","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","382","  1","  1"," 15","  4","  0","  0","  0","  2","  0","  0","  0","  0","  0"," 64","  0","  0","  0","  0","  0","  0","  0","  5","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0"," 10","  0","  0","  0","  0","  0","  3","  0"
NA,NA,NA,"235","  8","  0","  0","  0","140","  0","  0","  0","  2","  0","  0","  0","  1","  1","  0","  1","  1","  1","  0","  0","  0","  0","  0","  0"," 54","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 15","  0","  0","  4","  0","  0","  6","  0","  0","  0","  0","  0","  0","  0","201","  6","  0","  0","  0","  0","  0","  4","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0","  6","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 49","  0","  7"," 24"," 17","  1","  0","  0","  3","  0","  0","  0","  0","  0"," 20","  0","  0","  0","  0","  0","  2","  0","  9","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0","  2","  0","  0","  0"," 28","  4","  1","  0","  0","  0","  4","  0"
NA,NA,NA,"1220","  24","   0","   0","   0"," 116","   1","   0","   0","   1","   0","   2","   0","   0","   1","   0","   0","   0","   2","   0","   0","   0","   0","   2","   0","  12","   0","  36","   0","   0","   0","   0","   0","   1","   0","   0","   0","   5","   0","   0","   2","   0","   0","   6","   0","   0","   0","   1","   0","   1","   0","  56","  84","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  11","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","  85","   1","   2","  40","   8","   2","   0","   0","   0","   0","   0","   0","   0","   0","  80","   0","   0","   0","   0","   0","   0","   0","  11","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   1","   0","   0","   0","   4","   0","   0","   0","   0","   0","   1","   0"
NA,NA,NA,"280"," 15","  0","  0","  0","284","  2","  0","  0","  0","  0","  0","  0","  3","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  1"," 57","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 33","  0","  0","  1","  0","  0","  4","  0","  0","  0","  0","  0","  0","  0","162"," 10","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  3","  0","  1","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 77","  1","  2"," 45"," 10","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 43","  1","  0","  0","  1","  1","  0","  0"," 28","  1","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  8","  0","  0","  1"," 35","  0","  1","  0","  0","  0","  7","  0"
NA,NA,NA,"1275","  33","   0","   0","   0"," 213","   3","   0","   0","   1","   0","   2","   0","  10","   0","   1","   0","   0","   1","   0","   0","   0","   0","   1","   0","  34","   0","  59","   0","   0","   0","   0","   0","   0","   0","   0","   0","   8","   0","   0","   4","   0","   0","  19","   0","   0","   0","   2","   0","   0","   0","  86","  53","   0","   0","   0","   0","   0","   4","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","  19","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   7","   0","   1","   0","   0","   0","   0","   0","   1"," 131","   0","   3","  35","  30","   6","   0","   0","   0","   0","   0","   0","   0","   0"," 120","   0","   0","   0","   0","   0","   1","   0","   9","   0","   1","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   6","   2","   0","   0","   0","   0","   5","   0"
NA,NA,NA,"480"," 14","  1","  0","  0","113","  1","  0","  0","  0","  0","  0","  0","  0","  1","  2","  3","  0","  2","  0","  0","  0","  0","  0","  0"," 90","  0","  1","  0","  0","  0","  0","  1","  0","  0","  0","  0"," 18","  0","  0","  3","  0","  0","  9","  0","  0","  1","  4","  0","  0","  0","176"," 21","  0","  0","  0","  0","  0"," 14","  2","  0","  0","  3","  0","  0","  0","  0","  1","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","143","  1","  1"," 19"," 11","  1","  0","  0","  0","  0","  0","  0","  0","  0","118","  0","  0","  0","  0","  0","  0","  0"," 16","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0"," 28","  0","  0","  0"," 15","  2","  0","  0","  0","  0","  8","  0"
NA,NA,NA,"1110","  15","   0","   0","   0"," 151","   3","   0","   0","   1","   0","   0","   0","   4","   0","   0","   0","   0","   1","   0","   0","   1","   0","   2","   0","  21","   1","  18","   0","   0","   0","   0","   1","   0","   0","   0","   0","   5","   0","   0","   3","   0","   0","  12","   0","   2","   0","   2","   0","   0","   0","  60","  51","   1","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   8","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0"," 117","   0","   0","  23","  14","   4","   1","   0","   0","   0","   0","   0","   0","   1","  98","   1","   0","   0","   0","   0","   4","   0","   8","   0","   0","   0","   1","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   3","   0"
NA,NA,NA,"1200","  12","   0","   0","   0"," 213","   3","   0","   0","   0","   0","   1","   0","   5","   0","   1","   0","   0","   1","   0","   0","   0","   0","   5","   0","  28","   0","  11","   0","   0","   0","   0","   0","   0","   0","   0","   0","   9","   0","   1","   5","   0","   0","   6","   0","   0","   0","   7","   0","   0","   0","  71","  50","   0","   0","   0","   0","   0","   5","   2","   0","   0","   1","   0","   0","   0","   0","   0","   0","  10","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0","   1","  90","   0","   4","  27","  29","   2","   0","   0","   0","   0","   0","   0","   0","   0","  92","   1","   0","   0","   1","   0","   1","   0","   7","   0","   2","   0","   0","   0","   0","   4","   0","   0","   1","   0","   0","   0","   0","   0","   7","   0","   0","   0","   0","   0","   3","   0"
NA,NA,NA,"1475","  40","   0"," 999","   0","  90","   1","   0","   0","   1","   0","   1","   0","   1","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","  93","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","  26","   0","   0","   0","   0","   0","   3","   0","   0","   0","   1","   0","   0","   0"," 186","  14","   0","   0","   1","   0","   0","   2","   1","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0","   0","   9","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   1","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 155","   0","   0","   0","  11","   1","   0","   0","   0","   0","   0","   0","   0","   0","  82","   0","   0","   0","   2","   1","   0","   0","   5","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  22","   0","   0","   0","   9","   5","   0","   1","   0","   0","   5","   0"
NA,NA,NA,"820","  5","  0","  0","  0","148","  3","  0","  0","  0","  0","  0","  0","  6","  1","  0","  0","  0","  0","  0","  1","  0","  0","  3","  1"," 60","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0"," 26","  0","  0","  3","  0","  0"," 10","  0","  0","  0","  3","  0","  0","  0","127"," 73","  0","  0","  0","  0","  0","  7","  1","  0","  0","  1","  0","  0","  0","  0","  0","  0","  9","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","161","  1","  8"," 34"," 50","  5","  0","  0","  1","  0","  0","  0","  0","  0","118","  2","  0","  0","  0","  0","  0","  0"," 19","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  3","  0","  1","  1","  7","  0","  0","  0","  0","  0"," 11","  0"
NA,NA,NA,"1040","   7","   1","   0","   0"," 163","   2","   0","   0","   1","   0","   0","   0","   5","   1","   0","   1","   0","   0","   0","   0","   0","   0","   3","   0","  39","   0","  12","   0","   0","   1","   0","   2","   0","   0","   0","   0","  10","   0","   0","   6","   0","   1","  14","   0","   0","   0","   7","   0","   1","   0","  97","  58","   0","   0","   0","   0","   0","   2","   3","   0","   0","   2","   0","   0","   0","   0","   2","   0","   5","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0"," 168","   0","   2","  15","  20","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 107","   0","   0","   0","   1","   0","   1","   0","   6","   0","   0","   0","   0","   0","   0","   5","   0","   0","   0","   0","   0","   0","   0","   0","   6","   0","   0","   0","   0","   0","   5","   0"
NA,NA,NA,"675"," 12","  0","  0","  0","203","  2","  0","  0","  0","  0","  5","  0","  4","  1","  0","  0","  0","  0","  0","  0","  0","  0","  3","  0"," 38","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 39","  0","  0","  4","  0","  0","  2","  0","  0","  0","  5","  0","  0","  0"," 50"," 31","  2","  0","  0","  0","  0"," 14","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  6","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","112","  0","  1"," 21"," 36","  1","  0","  1","  1","  0","  0","  0","  0","  0","116","  2","  0","  0","  1","  0","  1","  0","  5","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","  5","  2","  0","  0","  0","  0"," 16","  0"
NA,NA,NA,"440"," 16","  0","  0","  0"," 98","  1","  1","  0","  1","  0","  1","  0","  1","  1","  0","  2","  0","  0","  0","  0","  0","  0","  2","  0","104","  0","  1","  1","  0","  0","  0","  1","  0","  0","  0","  0"," 15","  0","  0","  9","  0","  0","  8","  0","  0","  0","  1","  0","  0","  0","109"," 36","  0","  0","  0","  0","  0"," 20","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  3","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  3","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","139","  1","  1"," 13"," 12","  1","  0","  0","  0","  0","  1","  0","  0","  0","113","  0","  0","  0","  0","  0","  0","  0"," 16","  0","  0","  0","  0","  0","  0","  2","  0","  1","  0","  0","  7","  0","  0","  0"," 15","  0","  0","  0","  0","  0"," 10","  0"
