"age_NA","ageolder_BP","ageyounger_BP","depth","Abies","Acer","Alchemilla t.","Alismataceae","Alnus","Amaranthaceae undif.","Ambrosia t.","Anagallis t.","Anthemideae undif.","Anthoceros t.","Apiaceae undif.","Apium t.","Arceuthobium","Artemisia","Asteroideae undif.","Betula","Betulaceae undif.","Brassicaceae","Butomus","Buxus","Cannabaceae undif.","Cardueae undif.","Carpinus","Caryophyllaceae undif.","Castanea","Centaurea","Cichorieae","Cistaceae","Convolvulaceae","Cornus","Corylus","Cupressaceae","Cyperaceae","Datisca cannabina","Dipsacaceae","Echium t.","Ephedra","Erica t.","Euphorbia t.","Fabaceae Undif.","Faboideae Undif.","Fagus","Fern","Fern-Equisetophyta","Fern-Lycopodiaceae","Filipendula t.","Fraxinus","Galium t.","Gentiana t.","Geranium","Hedera","Heliotropium","Hydrocharitaceae","Hypericum undif.","IsoÃ«tes","Juglans","Lamiaceae undif.","Lemnaceae","Linum t.","Lythrum","Mercurialis","Musci","Myriophyllum spicatum/verticillatum t.","Nuphar","Nymphaea","Olea t.","Ononis t.","Petaloid monocot","Phillyrea","Picea","Pinus undif.","Pistacia","Plantago","Platanus","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Populus","Potamogeton","Potentilla t.","Prunus t.","Quercus evergreen","Quercus subgen. Cerris","Ranunculaceae undif.","Rhamnaceae undif.","Rhododendron","Rosa t.","Rosaceae undif.","Rumex t.","Salix","Sambucus","Sanguisorba t.","Scrophulariaceae undif.","Sparganium","Spergularia t.","Taxus","Thalictrum","Thymelaeaceae undif.","Tilia","Trifolium t.","Typha","Ulmus t.","Unknown","Urtica t.","Verbena t.","Viburnum","Vitex","Vitis","Ziziphus/Paliurus"
NA,NA,NA," 80","  1","  0","  0","  0"," 60","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0"," 79","  0","  0","  1","  0","  0","  0","  0","  6","  5"," 29","  0","  0","  0","  0","  1","  0","  1","  1"," 32","183","  0","  0","  0"," 49","  0","  0","  0","  0","  0","  0","  0","  0","  1","  1","  0","  0","  6","  0","  0","  0","  0","  2","  1","  0","  0","  0","  0"," 61","  2","  2","  4","  6","  0","  1","  1","  1","  0","  0","  0","186","  0","  0","  0","  0","  1","  0","  5","  0","  0","  0"," 21","  0","  0","  0","  0","  0","  0","  0"," 26","  0","  0","  0","  0","  0","  1","  0"
NA,NA,NA,"140","  2","  0","  0","  0"," 51","  3","  0","  0","  1","  0","  1","  0","  0","  2","  0","  2","  3","  1","  0","  0","  1","  0"," 81","  1","  0","  0","  0","  0","  0","  1","  0","  9"," 10","  0","  0","  0","  0","  1","  0","  3","  0"," 31"," 47","  0","  0","  0","  6","  2","  0","  0","  0","  1","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0"," 15","  2","  0","  0","  1","  0"," 33","  0","  7","  3"," 25","  3","  0","  0","  0","  0","  0","  0","173","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0"," 11","  0","  0","  0","  0","  1","  0","  2"," 28","  0","  0","  0","  0","  0","  3","  0"
NA,NA,NA,"360","  1","  0","  0","  1","  5","  5","  0","  0","  4","  8","566","  0","  0","  3"," 18","  0","  0","  0","  0","  0","  4","  1"," 16","  4","  0","  3"," 26","  0","  1","  0","  1","  2"," 35","  0","  0","  0","  0","  1","  0","  1","  0"," 10"," 80","  0","  0","  0","  1","  1","  0","  0","  0","  0","  0","  0"," 35","  9","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 26","  0"," 69","  0","156","  2"," 71","  0","  0","  0","  0","  0","101","  5","  0","  0","  0","  0","  1","  1","  0","  0","  0","  5","  0","  0","  0","  0","  0","  4","  0","  0","  3","  0","  0","  0","  0","  0","  0"
NA,NA,NA,"185","  1","  0","  0","  0"," 17","  3","  0","  0","  2","  0","  0","  0","  0","  3","  2","  3","  3","  1","  0","  0","  3","  0"," 10","  1","  1","  0","  0","  2","  0","  0","  4"," 11"," 61","  0","  0","  0","  0","  5","  0","  1","  0"," 28","131","  0","  0","  0","  3","  3","  0","  0","  0","  0","  0","  0","  0"," 11","  0","  0","  0","  1","  0","  1","  2","  0"," 10","  0","  0","  0","  4","  0"," 89","  0","  7","  2"," 48","  3","  0","  3","  0","  0","  0","  1","147","  1","  0","  0","  0","  0","  3","  4","  0","  0","  1"," 65","  0","  0","  0","  0","  0","  0","  1","  4","  0","  0","  0","  0","  0","  1","  0"
NA,NA,NA,"340","  0","  0","  0","  0","  6","  2","  0","  0","  8"," 10","  1","  0","  0","  1","358","  0","  0","  0","  0","  0","  0","  2","  7","  2","  0","  1"," 97","  1","  0","  0","  2","  0"," 17","  0","  3","  0","  0","  2","275","  2","  0","  3"," 33","  0","  1","  0","  0"," 23","  1","  0","  0","  0","  0","  0"," 17"," 14","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  7","  0","153","  0"," 72","  5","  3","  0","  0","  0","  0","  0"," 99","  0","  0","  0","  0","  0","  2","  0","  0","  1","  0","  1","  0","  0","  0","  0","  0"," 13","  0","  0","  0","  0","  0","  0","  0","  1","  0"
NA,NA,NA,"200","  0","  1","  0","  0"," 14","  1","  0","  0","  2","  0","  2","  0","  1","  2","  0","  0","  2","  5","  0","  0","  2","  1"," 10","  0","  1","  0","  0","  1","  1","  0","  5","  9"," 41","  0","  0","  0","  0","  4","  1","  2","  0"," 14","287","  0","  0","  0","  2","  1","  0","  0","  0","  0","  0","  0","  0","  9","  2","  0","  0","  1","  1","  0","  2","  0"," 17","  5","  0","  0","  0","  1"," 25","  0","  4","  1"," 17","  1","  0","  0","  1","  2","  0","  1"," 70","  1","  0","  0","  2","  0","  1","  8","  0","  0","  0"," 68","  0","  0","  0","  0","  0","  1","  0","  4","  0","  0","  0","  0","  0","  0","  0"
NA,NA,NA," 260","   0","   0","   0","   0","  11","   8","   2","   0","   7","   3","   3","   0","   0","   5","   4","   0","   0","   4","   0","   0","   1","   0","  17","   1","   3","   0","   3","   0","   0","   0","   2","   5","  16","   0","   0","   0","   0","   2","   0","   2","   0","  23","1189","   0","   0","   0","   1","   0","   0","   0","   2","   0","   0","   0","   7","  12","   2","   0","   0","   3","   0","   0","   0","   0","  21","   1","   0","   0","   0","   0","  13","   0","  37","   0","  74","   3","   4","   0","   0","   0","   0","   0"," 143","   0","   0","   0","   0","   0","   5","  41","   0","   0","   0","  50","   0","   0","   3","   0","   0","   7","   0","   1","   6","   1","   0","   0","   0","   0","   0"
NA,NA,NA,"280","  1","  0","  0","  0"," 11","  9","  0","  0"," 11"," 13","  5","  0","  0","  6"," 11","  1","  0","  1","  1","  0","  2","  0"," 34","  4","  0","  0"," 24","  4","  0","  0","  6","  4","  8","  0","  0","  0","  0","  3","  0","  0","  0","  9","122","  0","  0","  1","  0","  1","  0","  2","  0","  0","  0","  0","  9","  8","  0","  0","  0","  0","  0","  0","  0","  0","  1","  1","  0","  0","  0","  0"," 18","  0"," 56","  0"," 67","  5","  2","  0","  0","  0","  0","  0","110","  1","  0","  0","  0","  0","  6","  0","  0","  1","  1","  9","  0","  0","  0","  1","  1","  2","  0","  2","  1","  0","  0","  0","  0","  0","  0"
NA,NA,NA,"380","  5","  2","  0","  1","  8","  3","  1","  0","  8"," 10","  6","  0","  0","  4"," 11","  2","  2","  3","  1","  1","  1","  1"," 29","  2","  0","  2"," 28","  0","  0","  0","  3","  2"," 62","  0","  0","  0","  0","  2","  1","  1","  0"," 30"," 90","  0","  0","  0","  0","  3","  0","  1","  0","  0","  1","  0","  8"," 18","  3","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  1","  0","  1"," 40","  0","155","  0","203","  3"," 52","  0","  0","  0","  0","  0","322","  0","  0","  0","  0","  0","  0"," 15","  0","  0","  0"," 28","  0","  0","  0","  0","  1"," 10","  0","  4","  2","  0","  0","  0","  0","  1","  0"
NA,NA,NA,"160","  0","  0","  0","  3"," 43","  4","  0","  0","  1","  0","  3","  0","  0","  3","  2","  1","  8","  4","  0","  0","  3","  0"," 63","  0","  0","  0","  0","  1","  0","  0","  6","  6"," 18","  0","  0","  1","  0","  2","  2","  1","  0"," 54","163","  1","  1","  0","  7","  1","  0","  0","  0","  0","  0","  1","  0","  3","  2","  0","  0","  3","  0","  0","  2","  0","  7","  2","  3","  0","  0","  0"," 32","  0","  9","  3"," 62","  1","  0","  0","  0","  0","  0","  0","194","  8","  0","  0","  5","  0","  2","  4","  1","  1","  2"," 30","  0","  0","  0","  0","  0","  4","  2"," 12","  0","  0","  2","  0","  0","  4","  0"
NA,NA,NA,"230","  1","  0","  0","  0"," 17"," 11","  1","  0","  8","  1","  4","  0","  0","  4","  4","  1","  4","  1","  0","  0","  2","  0"," 17","  1","  2","  0","  5","  0","  0","  0"," 10","  6"," 28","  1","  0","  0","  0","  4","  0","  2","  0"," 34","154","  2","  0","  0","  3","  1","  0","  0","  0","  0","  0","  0","  1"," 23","  2","  0","  0","  0","  1","  0"," 10","  1","107","  0","  0","  0","  0","  0"," 30","  0"," 17","  2"," 82","  7","  1","  0","  0","  1","  0","  2","117","  7","  0","  1","  0","  0","  5","  3","  0","  0","  0","156","  0","  1","  0","  0","  0","  4","  0","  4","  4","  0","  0","  0","  0","  1","  0"
NA,NA,NA,"245","  0","  0","  0","  0","  9"," 18","  0","  0"," 13","  3","  8","  0","  0"," 11","  6","  1","  2","  1","  0","  1","  1","  2"," 14","  1","  9","  0"," 11","  1","  0","  0","  2","  7"," 21","  0","  0","  0","  2"," 13","  0","  1","  0"," 29","120","  1","  0","  0","  2","  6","  0","  0","  1","  0","  0","  0","  0"," 29","  3","  0","  0","  3","  0","  0"," 11","  0","257","  4","  0","  0","  0","  0"," 34","  0"," 66","  2"," 83","  3","  5","  0","  0","  0","  0","  0","103","  0","  0","  0","  0","  0","  5","  0","  0","  0","  1"," 95","  0","  0","  0","  0","  1","  3","  0","  2","  8","  1","  0","  0","  0","  3","  0"
NA,NA,NA,"300","  0","  0","  1","  0"," 14","  6","  0","  3","  6","  0","  9","  0","  0"," 23","  9"," 13","  2","  1","  1","  0","  2","  0"," 25","  3","  2","  2"," 12","  3","  0","  0","  6"," 12"," 22","  0","  0","  0","  0","  2","  1","  0","  0"," 24"," 52","  0","  0","  1","  0","  5","  0","  0","  1","  0","  0","  0","  2","  9","  0","  0","  0","  0","  0","  0","  0","  0"," 54","  3","  0","  0","  0","  0"," 16","  1"," 89","  1"," 78","  2","  4","  0","  0","  0","  0","  2","103","  1","  0","  0","  0","  0"," 15","  1","  0","  0","  6"," 25","  0","  0","  1","  0","  0","  2","  0","  4","  5","  0","  0","  0","  0","  2","  0"
NA,NA,NA,"215","  1","  0","  0","  0"," 10","  2","  0","  0","  1","  0","  8","  0","  0","  8","  0","  0","  1","  1","  0","  0","  0","  0","  5","  3","  1","  0","  2","  4","  0","  0","  2","  3"," 39","  0","  0","  0","  0","  4","  0","  1","  1"," 12","297","  2","  0","  0","  2","  2","  0","  0","  1","  0","  0","  0","  0","  2","  5","  1","  0","  2","  0","  0"," 11","  0","  3","  1","  0","  1","  1","  0"," 14","  0","  7","  1"," 52","  1","  1","  0","  0","  2","  0","  0"," 55","  0","  0","  1","  7","  0","  1","  8","  0","  1","  0"," 97","  1","  0","  0","  0","  0","  8","  0","  4","  2","  0","  5","  0","  1","  2","  2"
NA,NA,NA,"320","  0","  0","  0","  0","  5","  3","  1","  0","  0"," 11","  3","  0","  0","  8"," 17","  0","  3","  3","  0","  0","  1","  3"," 19","  2","  2","  1"," 20","  2","  1","  0","  5","  5"," 15","  0","  0","  0","  0","  1","  3","  0","  0"," 28","131","  0","  0","  0","  2","  1","  0","  1","  0","  0","  0","  0"," 17"," 18","  0","  0","  0","  0","  0","  1","  1","  0"," 39","  1","  0","  0","  0","  0"," 15","  1","136","  0"," 72","  5","  4","  0","  3","  0","  0","  1","116","  3","  1","  1","  0","  0","  3","  4","  0","  0","  0","220","  0","  0","  1","  0","  0","  3","  0","  3","  3","  0","  0","  0","  0","  2","  0"
NA,NA,NA,"390","  1","  0","  0","  0"," 10","  2","  1","  0"," 13"," 11","  7","  1","  0","  9"," 22","  1","  0","  3","  2","  0","  0","  4"," 22","  0","  0","  2"," 26","  0","  0","  0","  3","  3"," 42","  0","  1","  0","  0","  2","  0","  2","  0"," 27"," 73","  0","  1","  0","  0","  9","  0","  0","  1","  0","  0","  0","  8"," 20","  2","  0","  0","  0","  1","  0","  1","  0","  0","  1","  0","  0","  0","  0"," 35","  1","165","  1","181"," 10"," 38","  0","  0","  1","  1","  0","436","  3","  0","  0","  0","  0","  1","  6","  0","  0","  0"," 23","  0","  0","  0","  0","  0","  0","  1","  3"," 10","  0","  0","  4","  0","  1","  0"
